MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
33966,Yume Oukoku to Nemureru 100-nin no Ouji-sama,5.9,"Adventure, Harem, Fantasy",100 Sleeping Princes and the Kingdom of Dreams,夢王国と眠れる100人の王子様,TV,12,"Jul 5, 2018 to Sep 20, 2018",Summer 2018,dugout,Sentai Filmworks,Project No.9,Game,23 min. per ep.,PG-13 - Teens 13 or older,8544.0,4216,14569,40,1469,4220,577,1913,6390,147.0,140.0,305.0,632.0,880.0,787.0,412.0,222.0,127.0,121.0
33988,Demi-chan wa Kataritai,7.62,"Comedy, Vampire, Fantasy, School, Seinen",Interviews With Monster Girls,亜人ちゃんは語りたい,TV,12,"Jan 8, 2017 to Mar 26, 2017",Winter 2017,"Aniplex, Kodansha, Kanetsu Investment","Funimation, Crunchyroll",A-1 Pictures,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1211.0,435,318206,1315,17925,213378,6762,8270,71871,10689.0,24934.0,57648.0,49426.0,17216.0,6277.0,1616.0,508.0,205.0,201.0
34012,Isekai Shokudou,7.35,"Comedy, Fantasy, Mystery",Restaurant to Another World,異世界食堂,TV,12,"Jul 4, 2017 to Sep 19, 2017",Summer 2017,"TV Tokyo, Sotsu, flying DOG, Nikkatsu, Avex Pictures, Dai Nippon Printing, Shufunotomo",Funimation,SILVER LINK.,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,2107.0,980,150933,463,13234,81705,6177,11802,38015,4357.0,7898.0,18697.0,21754.0,9685.0,4618.0,1364.0,511.0,240.0,176.0
34019,Tsugumomo,7.07,"Action, Comedy, Ecchi, School, Seinen, Supernatural",Tsugumomo,つぐもも,TV,12,"Apr 2, 2017 to Jun 18, 2017",Spring 2017,"Animax, Toei Video, Pony Canyon, Studio NOIX, Hakuhodo DY Music & Pictures, Futabasha, Hakuhodo, Kakao Japan, My Theater D.D.","Funimation, Crunchyroll",Zero-G,Manga,24 min. per ep.,R+ - Mild Nudity,3339.0,1107,134124,367,11556,69341,4322,8416,40489,3320.0,4597.0,12029.0,18456.0,9484.0,4461.0,1934.0,814.0,397.0,277.0
34034,Pokemon Sun & Moon,6.84,"Action, Game, Kids, Fantasy, School",Pokémon the Series:Sun & Moon,ポケットモンスター サン＆ムーン,TV,146,"Nov 17, 2016 to Nov 3, 2019",Fall 2016,"TV Tokyo, Shogakukan-Shueisha Productions",The Pokemon Company International,OLM,Game,24 min. per ep.,PG - Children,4282.0,1862,67085,522,15066,23167,8470,10485,9897,2164.0,2822.0,5386.0,8216.0,5689.0,3498.0,1881.0,896.0,544.0,641.0
34051,Akiba's Trip The Animation,6.55,"Action, Comedy, Supernatural, Ecchi",Akiba's Trip The Animation,AKIBA'S TRIP THE ANIMATION,TV,13,"Jan 4, 2017 to Mar 29, 2017",Winter 2017,"AT-X, DLE, Studio Mausu, BS Fuji, Tokyo MX, Evil Line Records, Docomo Anime Store, bilibili, DMM.com, Sotsu Music Publishing, Exa International",Funimation,Gonzo,Game,23 min. per ep.,PG-13 - Teens 13 or older,5605.0,1274,112912,274,9610,55391,5207,14015,28689,2154.0,2797.0,7110.0,13069.0,10836.0,6457.0,3190.0,1437.0,769.0,471.0
34055,Berserk 2nd Season,6.69,"Action, Adventure, Demons, Drama, Fantasy, Horror, Magic, Military, Romance, Supernatural",Berserk:Season II,ベルセルク,TV,12,"Apr 7, 2017 to Jun 23, 2017",Spring 2017,"WOWOW, Mainichi Broadcasting System, Hakusensha, Ultra Super Pictures, LIDENFILMS, NBCUniversal Entertainment Japan, Lucent Pictures Entertainment, Docomo Anime Store, Koei Tecmo Games","Funimation, Crunchyroll","Millepensee, GEMBA",Manga,24 min. per ep.,R - 17+ (violence & profanity),4956.0,1194,124485,410,6259,85329,1825,5124,25948,5577.0,6876.0,12904.0,15677.0,9697.0,5290.0,4305.0,2697.0,2122.0,2798.0
34102,Sakurada Reset,7.37,"Mystery, Super Power, Supernatural, School",Sagrada Reset,サクラダリセット,TV,24,"Apr 5, 2017 to Sep 13, 2017",Spring 2017,"Media Factory, flying DOG, Asmik Ace, Showgate, Teichiku Entertainment, Hakuhodo DY Music & Pictures, Kansai Telecasting, BS11, Sony PCL, Radio Osaka, A-Sketch, Parco, e-notion",Sentai Filmworks,David Production,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,2014.0,1229,119064,493,12877,33611,7969,15970,48637,2765.0,4753.0,8423.0,8371.0,4803.0,3027.0,1758.0,823.0,462.0,304.0
34104,Knight's & Magic,7.13,"Action, Fantasy, Mecha, School",Knight's & Magic,ナイツ&マジック,TV,13,"Jul 2, 2017 to Sep 24, 2017",Summer 2017,"Bandai Visual, Genco, Lantis, AT-X, Magic Capsule, Q-Tec, Hakuhodo DY Music & Pictures",Funimation,8bit,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,3094.0,840,178518,754,14177,116155,4249,10883,33054,6243.0,9774.0,20757.0,26715.0,14121.0,7401.0,3301.0,1470.0,705.0,468.0
34106,Kyoukai no Rinne (TV) 3rd Season,7.07,"Comedy, Supernatural, Romance, School, Shounen",RIN-NE,境界のRINNE 第3シリーズ,TV,25,"Apr 8, 2017 to Sep 23, 2017",Spring 2017,"Shogakukan-Shueisha Productions, NHK, Shogakukan",Sentai Filmworks,Brain's Base,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3337.0,3756,18691,19,1643,7924,814,692,7618,366.0,494.0,1334.0,2250.0,1068.0,457.0,123.0,58.0,28.0,30.0
34177,Tenshi no 3P!,6.66,"Music, School, Slice of Life",Angel's 3Piece!,天使の3P！〈スリーピース〉,TV,12,"Jul 10, 2017 to Sep 25, 2017",Summer 2017,"Sotsu, Lantis, AT-X, Barnum Studio, KlockWorx, GAGA, ASCII Media Works, Studio Mausu, Showgate, Happinet Pictures, Hakuhodo DY Music & Pictures",Discotek Media,Project No.9,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,5106.0,2261,49863,77,4293,22182,1631,3653,18104,1073.0,1251.0,2802.0,5289.0,4063.0,2143.0,1004.0,499.0,267.0,239.0
34257,Cinderella Girls Gekijou,6.54,"Comedy, Slice of Life",THE IDOLM@STER CINDERELLA GIRLS Theater,シンデレラガールズ劇場,TV,13,"Apr 4, 2017 to Jun 27, 2017",Spring 2017,"Frontier Works, Half H.P Studio, Nippon Columbia, Bandai Namco Entertainment, Anime Consortium Japan",Crunchyroll,"Gathering, Lesprit",4-koma manga,3 min. per ep.,PG-13 - Teens 13 or older,5663.0,4175,14954,30,938,6424,424,665,6503,283.0,252.0,675.0,1252.0,1177.0,708.0,231.0,114.0,46.0,65.0
34262,Oushitsu Kyoushi Heine,7.47,"Slice of Life, Comedy, Historical, Shounen",The Royal Tutor,王室教師ハイネ,TV,12,"Apr 5, 2017 to Jun 21, 2017",Spring 2017,"TV Tokyo, Square Enix, Sotsu, TV Osaka, AT-X, DAX Production, TV Tokyo Music, Avex Pictures, BS Japan, Dai Nippon Printing, Contents Seed, A-Sketch",Funimation,Bridge,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1682.0,1361,102935,719,8113,59408,3363,6511,25540,4235.0,6225.0,12402.0,13648.0,6225.0,2888.0,960.0,386.0,180.0,143.0
34279,Grancrest Senki,7.25,"Action, Drama, Fantasy, Romance",Record of Grancrest War,グランクレスト戦記,TV,24,"Jan 6, 2018 to Jun 23, 2018",Winter 2018,"Aniplex, Bandai Namco Entertainment, Good Smile Company, BS11, ABC Animation, Kinoshita Group Holdings, Kadokawa, Cromea, Sonilude",Aniplex of America,A-1 Pictures,Light novel,23 min. per ep.,R - 17+ (violence & profanity),2571.0,698,211902,952,27491,100552,9308,18755,55796,6454.0,9983.0,21522.0,25813.0,13185.0,6946.0,3357.0,1438.0,703.0,625.0
34280,Gamers!,6.92,"Game, Comedy, Romance, School",Gamers!,ゲーマーズ！,TV,12,"Jul 13, 2017 to Sep 28, 2017",Summer 2017,"Sony Pictures Entertainment, Frontier Works, Sotsu, Kadokawa Shoten, AT-X, NBCUniversal Entertainment Japan, Tokyo MX, i0+, Chugai Mining, BS11",Funimation,Pine Jam,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,3925.0,283,455313,1860,28514,313233,10319,20736,82511,11912.0,22496.0,55674.0,79739.0,46052.0,23208.0,11041.0,4433.0,2199.0,1765.0
34281,High School DxD Hero,7.28,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",High School DxD Hero,ハイスクールDxD HERO,TV,12,"Apr 17, 2018 to Jul 3, 2018",Spring 2018,AT-X,Funimation,Passione,Light novel,23 min. per ep.,R+ - Mild Nudity,2420.0,453,309467,2264,22899,202846,7545,11680,64497,19372.0,17462.0,34302.0,41580.0,22157.0,10643.0,5789.0,2720.0,1629.0,1714.0
34284,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,7.64,"Slice of Life, Drama, Magic, Fantasy",Yuki Yuna is a Hero:The Washio Sumi Chapter,結城友奈は勇者である -鷲尾須美の章-,TV,6,"Oct 7, 2017 to Nov 11, 2017",Fall 2017,"Dentsu, Mainichi Broadcasting System, Pony Canyon, Movic, KlockWorx, Kadokawa",Ponycan USA,Studio Gokumi,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,1187.0,2831,32995,158,1825,14852,805,881,14632,1389.0,1896.0,3439.0,2910.0,1168.0,488.0,190.0,88.0,46.0,50.0
34350,Alice to Zouroku,7.12,"Adventure, Mystery, Seinen",Alice & Zoroku,アリスと蔵六,TV,12,"Apr 2, 2017 to Jun 25, 2017",Spring 2017,"Bandai Visual, Lantis, Tokuma Shoten, Tokyo MX, Hakuhodo DY Music & Pictures, Sony PCL",Funimation,J.C.Staff,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3116.0,1410,98291,204,8313,45954,5480,10652,27892,1893.0,3843.0,9839.0,13129.0,6959.0,3477.0,1305.0,462.0,218.0,131.0
34368,Vatican Kiseki Chousakan,6.39,"Mystery, Supernatural, Drama",Vatican Miracle Examiner,バチカン奇跡調査官,TV,12,"Jul 7, 2017 to Sep 22, 2017",Summer 2017,"WOWOW, Lantis, Media Factory, Kadokawa Shoten, Movic, KBS, KlockWorx, Kadokawa Media House, Kadokawa Daiei Studio",Sentai Filmworks,J.C.Staff,Novel,24 min. per ep.,R - 17+ (violence & profanity),6449.0,2520,40746,81,3441,15455,1768,6799,13283,636.0,863.0,2066.0,3609.0,3102.0,2045.0,1323.0,682.0,394.0,249.0
34382,Citrus,6.51,"Drama, Romance, School, Shoujo Ai",Citrus,シトラス,TV,12,"Jan 6, 2018 to Mar 24, 2018",Winter 2018,"Sotsu, Lantis, AT-X, KlockWorx, Happinet Pictures, BS Fuji, Tokyo MX, Infinite, Children's Playground Entertainment, Ichijinsha, Crunchyroll SC Anime Fund",Funimation,Passione,Manga,23 min. per ep.,PG-13 - Teens 13 or older,5848.0,398,340760,3861,29452,197345,10886,30291,72786,12256.0,12103.0,26117.0,43590.0,34474.0,20432.0,12999.0,6668.0,3991.0,3183.0
34403,Hajimete no Gal,6.31,"Comedy, Ecchi, Romance, School, Shounen",My First Girlfriend is a Gal,はじめてのギャル,TV,10,"Jul 12, 2017 to Sep 13, 2017",Summer 2017,"Kadokawa Shoten, AT-X, KlockWorx, Toranoana, MAGES., Glovision, Kadokawa Media House, Sun TV, Kanetsu Investment",Funimation,NAZ,Manga,23 min. per ep.,R+ - Mild Nudity,6827.0,412,332807,1129,20728,224909,6179,22434,58557,8985.0,10113.0,23592.0,46236.0,40539.0,24333.0,13802.0,7464.0,4552.0,3317.0
34445,Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,7.65,"Drama, Fantasy, Magic, Slice of Life",Yuki Yuna is a Hero:The Hero Chapter,結城友奈は勇者である -勇者の章-,TV,6,"Nov 25, 2017 to Jan 6, 2018",Fall 2017,"Dentsu, Mainichi Broadcasting System, Pony Canyon, Movic, KlockWorx, Kadokawa",Ponycan USA,Studio Gokumi,Original,24 min. per ep.,PG-13 - Teens 13 or older,1165.0,2972,30160,199,1156,14345,487,367,13805,1521.0,1824.0,3147.0,2622.0,1124.0,491.0,194.0,98.0,38.0,42.0
34449,The Reflection,5.14,"Action, Super Power",The Reflection,ザ・リフレクション,TV,12,"Jul 22, 2017 to Oct 7, 2017",Summer 2017,"Bandai Visual, NHK, 81 Produce, Haoliners Animation League, China Animation Characters, BIGFACE, NHN PlayArt, Ima Group, Crunchyroll SC Anime Fund",Funimation,Studio Deen,Original,25 min. per ep.,PG-13 - Teens 13 or older,10418.0,3157,26983,14,1688,5189,1052,7807,11247,130.0,153.0,349.0,830.0,1202.0,1330.0,1433.0,959.0,680.0,673.0
34451,Kekkai Sensen & Beyond,7.88,"Action, Comedy, Fantasy, Shounen, Super Power, Supernatural, Vampire",Blood Blockade Battlefront & Beyond,血界戦線 & BEYOND,TV,12,"Oct 8, 2017 to Dec 24, 2017",Fall 2017,"Nihon Ad Systems, Mainichi Broadcasting System, TOHO animation, Shueisha",Funimation,Bones,Manga,24 min. per ep.,R - 17+ (violence & profanity),703.0,470,300721,1315,22796,176812,9803,6897,84413,13204.0,27029.0,48277.0,31597.0,10398.0,3834.0,1264.0,406.0,178.0,192.0
34494,Sakura Quest,7.41,"Slice of Life, Comedy",Sakura Quest,サクラクエスト,TV,25,"Apr 6, 2017 to Sep 21, 2017",Spring 2017,"AT-X, Houbunsha, TOHO animation, BS11, ABC Animation, Sony PCL",Funimation,P.A. Works,Original,23 min. per ep.,PG-13 - Teens 13 or older,1878.0,1210,121626,437,14041,37985,9278,13026,47296,2581.0,4830.0,10479.0,11304.0,5552.0,2980.0,954.0,322.0,122.0,127.0
34497,Death March kara Hajimaru Isekai Kyousoukyoku,6.54,"Adventure, Fantasy, Harem",Death March to the Parallel World Rhapsody,デスマーチからはじまる異世界狂想曲,TV,12,"Jan 11, 2018 to Mar 29, 2018",Winter 2018,"Sotsu, AT-X, DIVE II Entertainment, Tokyo MX, Avex Pictures, BS11, Kadokawa, KLab",Funimation,"SILVER LINK., Connect",Light novel,23 min. per ep.,PG-13 - Teens 13 or older,5663.0,411,334103,1543,22892,239264,4715,17246,49986,10521.0,13259.0,29532.0,50992.0,36768.0,22351.0,12094.0,6446.0,4035.0,3024.0
34501,Kenka Banchou Otome: Girl Beats Boys,6.45,"Action, Martial Arts, School, Shoujo",Kenka Bancho Otome -Girl Beats Boys-,喧嘩番長 乙女 -GIRL BEATS BOYS-,TV,12,"Apr 12, 2017 to Jun 28, 2017",Spring 2017,"Grooove, DMM.com",Funimation,"Project No.9, A-Real",Visual novel,8 min. per ep.,PG-13 - Teens 13 or older,6183.0,2051,57888,167,3969,35450,1256,2932,14281,1228.0,1557.0,3499.0,6724.0,6424.0,3904.0,1660.0,719.0,367.0,249.0
34525,Centaur no Nayami,6.48,"Slice of Life, Comedy, Fantasy, School, Seinen",A Centaur's Life,セントールの悩み,TV,12,"Jul 9, 2017 to Sep 24, 2017",Summer 2017,"Tokuma Shoten, MAGES., Yomiuri TV Enterprise, Kanon Sound, Emon, RAY, NichiNare, Top Marshal, Crunchyroll SC Anime Fund",Funimation,Haoliners Animation League,Manga,23 min. per ep.,R+ - Mild Nudity,5981.0,1806,71320,107,5645,35593,2727,8677,18678,912.0,1451.0,4173.0,8747.0,7574.0,4599.0,1968.0,785.0,407.0,356.0
34543,Dive!!,6.08,"Comedy, Sports",DIVE!!,DIVE!!,TV,12,"Jul 7, 2017 to Sep 22, 2017",Summer 2017,"Aniplex, Dentsu, Fuji TV, DMM pictures",Sentai Filmworks,Zero-G,Novel,22 min. per ep.,PG-13 - Teens 13 or older,7893.0,2527,40480,62,3444,15954,1789,6069,13224,405.0,509.0,1478.0,3147.0,3729.0,2609.0,1399.0,628.0,343.0,237.0
34565,Jikan no Shihaisha,6.33,"Supernatural, Shounen",Chronos Ruler,時間の支配者,TV,13,"Jul 8, 2017 to Sep 30, 2017",Summer 2017,"Lantis, NBCUniversal Entertainment Japan",Funimation,Project No.9,Manga,24 min. per ep.,PG-13 - Teens 13 or older,6738.0,2010,59426,82,5722,20799,2364,7757,22784,707.0,871.0,2261.0,4447.0,4303.0,2837.0,1579.0,766.0,408.0,258.0
34572,Black Clover,7.38,"Action, Comedy, Magic, Fantasy, Shounen",Black Clover,ブラッククローバー,TV,170,"Oct 3, 2017 to Mar 30, 2021",Fall 2017,"TV Tokyo, Avex Pictures, Shueisha","Funimation, Crunchyroll",Studio Pierrot,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1968.0,97,860404,19941,530324,103,79487,89594,160896,49818.0,60359.0,93327.0,82229.0,36725.0,20784.0,12705.0,6803.0,4213.0,4679.0
34599,Made in Abyss,8.74,"Sci-Fi, Adventure, Mystery, Drama, Fantasy",Made in Abyss,メイドインアビス,TV,13,"Jul 7, 2017 to Sep 29, 2017",Summer 2017,"Media Factory, AT-X, Takeshobo, Sony Music Communications, Kadokawa Media House, Cygames, Kanetsu Investment, Global Solutions",Sentai Filmworks,Kinema Citrus,Web manga,25 min. per ep.,R - 17+ (violence & profanity),34.0,95,862410,30354,54029,550412,20178,12020,225771,132454.0,163992.0,108330.0,40328.0,11886.0,4754.0,1991.0,874.0,446.0,898.0
34618,Blend S,7.36,"Slice of Life, Comedy",BLEND-S,ブレンド・S,TV,12,"Oct 8, 2017 to Dec 24, 2017",Fall 2017,"Aniplex, Houbunsha, Kansai Telecasting, Lawson, Contents Seed, Kinoshita Group Holdings, Drecom",Aniplex of America,A-1 Pictures,4-koma manga,23 min. per ep.,PG-13 - Teens 13 or older,2053.0,286,453108,2568,29220,306162,12772,15810,89144,15318.0,27708.0,71556.0,83357.0,34806.0,14001.0,4075.0,1546.0,726.0,536.0
34620,Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,6.58,"Sci-Fi, Drama",YU-NO:A girl who chants love at the bound of this world.,この世の果てで恋を唄う少女YU-NO,TV,26,"Apr 2, 2019 to Oct 1, 2019",Spring 2019,"Genco, AT-X, BS Fuji, MAGES., Nagoya Broadcasting Network, bilibili, Yomiuri TV Enterprise, ABC Animation","Funimation, NBCUniversal Entertainment Japan",feel.,Visual novel,23 min. per ep.,PG-13 - Teens 13 or older,5485.0,1401,100399,320,14291,32961,4686,11630,36831,2095.0,2239.0,4682.0,8172.0,6682.0,4117.0,2563.0,1180.0,695.0,602.0
34636,Ballroom e Youkoso,8.21,"Comedy, Drama, Romance, School, Shounen, Sports",Welcome to the Ballroom,ボールルームへようこそ,TV,24,"Jul 9, 2017 to Dec 17, 2017",Summer 2017,"Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Movic, Bandai Namco Games, Toy's Factory, Animatic",Ponycan USA,Production I.G,Manga,24 min. per ep.,PG-13 - Teens 13 or older,296.0,676,218597,2500,21058,116967,9972,11116,59484,15034.0,27403.0,33536.0,16728.0,5741.0,2395.0,987.0,334.0,172.0,216.0
34712,Kujira no Kora wa Sajou ni Utau,7.2,"Mystery, Super Power, Drama, Fantasy, Shoujo",Children of the Whales,クジラの子らは砂上に歌う,TV,12,"Oct 8, 2017 to Dec 24, 2017",Fall 2017,"Bandai Visual, Lantis, Magic Capsule, Hakuhodo DY Music & Pictures, Akita Shoten, Sony PCL, Contents Seed",Netflix,J.C.Staff,Manga,23 min. per ep.,PG-13 - Teens 13 or older,2774.0,899,165474,736,12714,89167,6040,8883,48670,4655.0,8724.0,19165.0,22673.0,11242.0,5356.0,2306.0,941.0,359.0,233.0
34771,Dynamic Chord,4.71,Music,Dynamic Chord,DYNAMIC CHORD,TV,12,"Oct 6, 2017 to Dec 22, 2017",Fall 2017,"TBS, Nippon Columbia, Zack Promotion, Overlap, Nichion, Asgard",Sentai Filmworks,"Studio Pierrot, Pierrot Plus",Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,10802.0,5346,8009,20,566,1383,298,1458,4304,66.0,31.0,64.0,131.0,156.0,261.0,288.0,188.0,201.0,266.0
34800,Action Heroine Cheer Fruits,6.55,"Comedy, School, Slice of Life",Action Heroine Cheer Fruits,アクションヒロイン チアフルーツ,TV,12,"Jul 7, 2017 to Sep 29, 2017",Summer 2017,"TBS, Nippon Columbia, KlockWorx, Hobby Japan, Glovision, RAY, Nichion, GYAO!, Production Ace",Sentai Filmworks,Diomedéa,Original,24 min. per ep.,PG-13 - Teens 13 or older,5623.0,4607,11747,19,893,3952,492,1545,4865,153.0,187.0,508.0,983.0,832.0,544.0,241.0,131.0,54.0,65.0
34822,Tsuki ga Kirei,8.18,"Romance, School",Tsukigakirei,月がきれい,TV,12,"Apr 7, 2017 to Jun 30, 2017",Spring 2017,"Sotsu, Mainichi Broadcasting System, flying DOG",Funimation,feel.,Original,24 min. per ep.,PG-13 - Teens 13 or older,331.0,371,358911,6259,23307,197652,9850,10035,118067,29496.0,43579.0,49834.0,29204.0,10832.0,4590.0,1722.0,552.0,317.0,355.0
34825,Keppeki Danshi! Aoyama-kun,6.99,"Comedy, Seinen, Sports",Clean Freak! Aoyama-kun,潔癖男子！青山くん,TV,12,"Jul 3, 2017 to Sep 18, 2017",Summer 2017,"Sotsu, TMS Entertainment, Pony Canyon, KlockWorx, Tokyo MX, JR East Marketing & Communications",Ponycan USA,Studio Hibari,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3669.0,1227,118676,258,10632,63291,4466,8767,31520,2612.0,3966.0,10418.0,18240.0,10055.0,4621.0,1633.0,649.0,287.0,186.0
34834,Hina Logi: From Luck & Logic,6.68,"Action, Comedy, Fantasy, School",Hina Logic – from Luck & Logic,ひなろじ～from Luck & Logic～,TV,12,"Jul 1, 2017 to Sep 23, 2017",Summer 2017,"Bandai Visual, Lantis, Nitroplus, Bushiroad, Yuhodo",Funimation,Doga Kobo,Card game,23 min. per ep.,PG-13 - Teens 13 or older,4995.0,3380,23435,67,1817,8966,837,2120,9695,432.0,491.0,1093.0,2072.0,1720.0,1019.0,405.0,189.0,126.0,71.0
34839,Sanrio Danshi,6.61,"Slice of Life, Drama, School",Sanrio Boys,サンリオ男子,TV,12,"Jan 6, 2018 to Mar 24, 2018",Winter 2018,"Pony Canyon, Sanrio, Pierrot Plus, Akatsuki",Ponycan USA,Studio Pierrot,Original,24 min. per ep.,PG-13 - Teens 13 or older,5311.0,2529,40336,171,5100,15458,2148,4208,13422,791.0,934.0,1875.0,3695.0,3247.0,2008.0,785.0,292.0,169.0,111.0
34902,Tsurezure Children,7.67,"Comedy, Romance, School, Shounen",Tsuredure Children,徒然チルドレン,TV,12,"Jul 4, 2017 to Sep 19, 2017",Summer 2017,"Nihon Ad Systems, Kodansha, Movic, KlockWorx, Sony Music Entertainment, King Records, BS11, Animatic, Marui Group",Funimation,Studio Gokumi,4-koma manga,12 min. per ep.,PG-13 - Teens 13 or older,1102.0,249,483639,2124,29937,329447,10201,10622,103432,20143.0,41422.0,88445.0,74524.0,26659.0,9754.0,2626.0,904.0,421.0,371.0
34914,New Game!!,7.76,"Game, Slice of Life, Comedy",New Game!!,NEW GAME!!,TV,12,"Jul 11, 2017 to Sep 26, 2017",Summer 2017,"Frontier Works, Media Factory, Movic, AT-X, Sony Music Communications, Houbunsha, MAGES., Lawson","Funimation, Crunchyroll",Doga Kobo,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,898.0,743,200056,800,12824,128094,5794,4466,48878,8077.0,17494.0,35739.0,26926.0,8932.0,3143.0,855.0,264.0,129.0,139.0
34934,Koi to Uso,6.57,"Drama, Romance, School",Love and Lies,恋と嘘,TV,12,"Jul 4, 2017 to Sep 19, 2017",Summer 2017,"Frontier Works, Pony Canyon, Kodansha, Ultra Super Pictures, Memory-Tech, Amuse, Hakuhodo DY Music & Pictures, Animatic, DeNA, A-Sketch",Sentai Filmworks,LIDENFILMS,Manga,24 min. per ep.,PG-13 - Teens 13 or older,5542.0,507,280436,1060,20982,161444,8052,17398,72560,6402.0,9892.0,22381.0,37151.0,28228.0,15341.0,8930.0,3909.0,2104.0,1668.0
34966,Jigoku Shoujo: Yoi no Togi,6.54,"Horror, Mystery, Psychological, Supernatural",Hell Girl:Fourth Twilight,地獄少女 宵伽,TV,6,"Jul 15, 2017 to Aug 19, 2017",Summer 2017,"Aniplex, Fujishouji",Aniplex of America,Studio Deen,Original,23 min. per ep.,R - 17+ (violence & profanity),5677.0,2391,45113,155,3433,18308,1302,1974,20096,939.0,1194.0,2091.0,3769.0,3164.0,1704.0,978.0,375.0,183.0,137.0
34973,Love Live! Sunshine!! 2nd Season,7.58,"Music, School, Slice of Life",Love Live! Sunshine!! Season 2,ラブライブ！サンシャイン!! 第2期,TV,13,"Oct 7, 2017 to Dec 30, 2017",Fall 2017,"Bandai Visual, Lantis, ASCII Media Works, Bushiroad",Funimation,Sunrise,Other,23 min. per ep.,PG-13 - Teens 13 or older,1341.0,1587,84826,1238,5700,50345,2529,2162,24090,5914.0,5980.0,10368.0,9934.0,4625.0,2244.0,963.0,390.0,194.0,242.0
34984,Koi wa Ameagari no You ni,7.54,"Romance, Seinen",After the Rain,恋は雨上がりのように,TV,12,"Jan 12, 2018 to Mar 30, 2018",Winter 2018,"Aniplex, Dentsu, Fuji TV, DMM pictures",Sentai Filmworks,Wit Studio,Manga,22 min. per ep.,PG-13 - Teens 13 or older,1457.0,752,196601,971,17584,94650,6736,7788,69843,5230.0,11352.0,26069.0,25289.0,9207.0,3367.0,1010.0,298.0,158.0,202.0
35062,Mahoutsukai no Yome,8.1,"Slice of Life, Magic, Fantasy, Shounen",The Ancient Magus' Bride,魔法使いの嫁,TV,24,"Oct 8, 2017 to Mar 25, 2018",Fall 2017,"Production I.G, Shochiku, flying DOG, Mag Garden",Funimation,Wit Studio,Manga,24 min. per ep.,PG-13 - Teens 13 or older,417.0,165,622300,8547,99198,272915,41863,32207,176117,42685.0,61980.0,77572.0,47081.0,18336.0,8000.0,3331.0,1106.0,464.0,493.0
35067,Osomatsu-san 2nd Season,7.6,"Comedy, Parody",Mr. Osomatsu 2,おそ松さん 第2期,TV,25,"Oct 3, 2017 to Mar 27, 2018",Fall 2017,"TV Tokyo, Dentsu, Rakuonsha, AT-X, Avex Pictures, Daiichi Shokai",VIZ Media,Studio Pierrot,Manga,23 min. per ep.,R - 17+ (violence & profanity),1273.0,2423,43693,266,6218,18863,3073,2683,12856,2057.0,2588.0,4810.0,4244.0,2017.0,752.0,326.0,112.0,49.0,93.0
35073,Overlord II,7.78,"Action, Game, Adventure, Supernatural, Magic, Fantasy",Overlord II,オーバーロードⅡ,TV,13,"Jan 9, 2018 to Apr 3, 2018",Winter 2018,"AT-X, Enterbrain, Grooove, Hakuhodo DY Music & Pictures, NTT Plala, Kadokawa",Funimation,Madhouse,Light novel,23 min. per ep.,R - 17+ (violence & profanity),851.0,148,646042,3582,37302,510232,8427,8768,81313,43785.0,70422.0,128002.0,95964.0,34623.0,12610.0,5257.0,1973.0,885.0,767.0
35075,Hoozuki no Reitetsu 2nd Season,7.88,"Comedy, Demons, Fantasy, Seinen, Supernatural",Hozuki's Coolheadedness 2,鬼灯の冷徹 第弐期,TV,13,"Oct 8, 2017 to Dec 31, 2017",Fall 2017,"Kodansha, King Records",Sentai Filmworks,Studio Deen,Manga,23 min. per ep.,PG-13 - Teens 13 or older,700.0,2695,35964,96,3043,18466,1134,843,12478,1490.0,2680.0,5110.0,3451.0,1009.0,336.0,93.0,42.0,13.0,24.0
